Date,HDFCBANK,ITC,MARUTI,NSEI,RELIANCE,SENSEX,TCS
2016-06-16,267.1683044433594,163.0919189453125,3728.893798828125,8140.75,213.93038940429688,26525.4609375,1022.3720092773438
2016-06-17,268.9729919433594,165.3666534423828,3756.64990234375,8170.2001953125,213.6235809326172,26625.91015625,1040.0758056640625
2016-06-20,269.4442749023437,164.5395050048828,3773.7236328125,8238.5,216.97618103027344,26866.919921875,1062.7347412109375
2016-06-21,268.2028503417969,164.7462921142578,3795.81884765625,8219.900390625,216.29689025878903,26812.779296875,1059.49755859375
2016-06-22,269.3178405761719,163.00001525878906,3790.294921875,8203.7001953125,214.85069274902344,26765.650390625,1066.0716552734375
2016-06-23,273.59381103515625,165.55047607421875,3806.04443359375,8270.4501953125,214.8397521972656,27002.220703125,1057.1602783203125
2016-06-24,267.11083984375,162.7242889404297,3716.065673828125,8088.60009765625,208.48513793945312,26397.7109375,1028.62646484375
2016-06-27,266.6625671386719,164.95306396484375,3675.025634765625,8094.7001953125,209.40548706054688,26402.9609375,997.415283203125
2016-06-28,268.2718200683594,169.3417205810547,3723.963134765625,8127.85009765625,209.87657165527344,26524.55078125,984.6670532226562
2016-06-29,270.7866516113281,168.3307342529297,3771.943115234375,8204.0,211.87062072753903,26740.390625,1000.232666015625
2016-06-30,272.67559814453125,169.29574584960938,3823.02685546875,8287.75,212.36361694335935,26999.720703125,1020.2940063476562
2016-07-01,272.22369384765625,173.9486541748047,3803.12255859375,8328.349609375,213.30587768554688,27144.91015625,999.413818359375
2016-07-04,271.8296203613281,168.813232421875,3810.791748046875,8370.7001953125,216.2092437744141,27278.759765625,996.7561645507812
2016-07-05,270.1607971191406,167.8826446533203,3810.3818359375,8335.9501953125,217.6116180419922,27166.869140625,993.1992797851562
2016-07-07,274.8079833984375,170.2607879638672,3780.9365234375,8337.900390625,216.47219848632807,27201.490234375,971.019775390625
2016-07-08,272.3047180175781,169.46807861328125,3799.8359375,8323.2001953125,214.3905334472656,27126.900390625,969.7409057617188
2016-07-11,278.0760192871094,171.74281311035156,3900.497314453125,8467.900390625,217.48019409179688,27626.689453125,984.7471923828124
2016-07-12,278.63232421875,171.225830078125,3990.29345703125,8521.0498046875,219.86862182617188,27808.140625,985.067138671875
2016-07-13,277.6125183105469,170.32974243164062,3945.555419921875,8519.5,221.0409240722656,27815.1796875,996.3162231445312
2016-07-14,278.2151184082031,171.4326171875,4043.15771484375,8565.0,220.19729614257807,27942.109375,1007.8258666992188
2016-07-15,283.62713623046875,171.53602600097656,4083.102783203125,8541.400390625,221.7969207763672,27836.5,977.2340087890624
2016-07-18,284.4963073730469,171.57052612304688,4067.306884765625,8508.7001953125,220.4931182861328,27746.66015625,972.4786376953124
2016-07-19,282.3871154785156,171.6738739013672,4095.56494140625,8528.5498046875,223.02398681640625,27787.619140625,985.56640625
2016-07-20,285.59722900390625,172.50106811523438,4080.4541015625,8565.849609375,224.16343688964844,27915.890625,997.0558471679688
2016-07-21,284.7628479003906,172.74232482910156,4029.82763671875,8510.099609375,220.5150451660156,27710.51953125,1001.4911499023438
2016-07-22,285.27276611328125,172.22532653808594,4030.74072265625,8541.2001953125,222.3776092529297,27803.240234375,1005.1082153320312
2016-07-25,289.0160217285156,173.53504943847656,4154.77490234375,8635.650390625,224.1086578369141,28095.33984375,1025.281982421875
2016-07-26,287.1269836425781,173.53504943847656,4082.41748046875,8590.650390625,224.39349365234372,27976.51953125,1022.7376098632812
2016-07-27,286.6982421875,170.5365447998047,4161.71337890625,8615.7998046875,221.99411010742188,28024.330078125,1032.7342529296875
2016-07-28,289.3636779785156,175.29278564453125,4349.2041015625,8666.2998046875,224.8974609375,28208.619140625,1049.44189453125
2016-07-29,288.8421325683594,174.01754760742188,4343.81787109375,8638.5,222.38856506347656,28051.859375,1049.4619140625
2016-08-01,287.938232421875,172.74232482910156,4443.017578125,8636.5498046875,221.2052764892578,28003.119140625,1085.10107421875
2016-08-02,288.16998291015625,179.77334594726562,4552.3984375,8622.900390625,221.9283905029297,27981.7109375,1081.4754638671875
2016-08-03,287.5093994140625,174.1898956298828,4449.95703125,8544.849609375,217.79791259765625,27697.509765625,1064.2864990234375
2016-08-04,287.6368713378906,173.77627563476562,4464.3828125,8551.099609375,217.5897216796875,27714.369140625,1062.56396484375
2016-08-05,289.5491027832031,174.0864715576172,4511.85986328125,8683.150390625,222.68435668945312,28078.349609375,1061.4017333984375
2016-08-08,289.6302185058594,172.2942657470703,4557.603515625,8711.349609375,225.5329742431641,28182.5703125,1061.56201171875
2016-08-09,289.0739440917969,170.70884704589844,4529.39013671875,8678.25,225.85069274902344,28085.16015625,1061.842529296875
2016-08-10,284.3688659667969,169.9161376953125,4438.77197265625,8575.2998046875,219.92340087890625,27774.880859375,1071.9393310546875
2016-08-11,284.68170166015625,173.46609497070312,4454.33984375,8592.150390625,222.2132568359375,27859.599609375,1085.7623291015625
2016-08-12,284.7860107421875,175.15492248535156,4472.55419921875,8592.150390625,226.9682159423828,28152.400390625,1097.201171875
2016-08-16,284.4615478515625,175.84423828125,4441.146484375,8642.5498046875,224.57977294921875,28064.609375,1078.469970703125
2016-08-17,286.2230834960937,174.87921142578125,4464.5654296875,8624.0498046875,222.03793334960935,28005.369140625,1051.5654296875
2016-08-18,290.3023376464844,173.81077575683594,4488.3037109375,8673.25,223.07876586914065,28123.439453125,1057.1748046875
2016-08-19,289.0507202148437,172.98358154296875,4473.923828125,8666.900390625,222.38856506347656,28077.0,1043.13134765625
2016-08-22,289.7925109863281,175.15492248535156,4416.99609375,8629.150390625,221.72018432617188,27985.5390625,1021.1748046875
2016-08-23,290.0590209960937,173.29376220703125,4413.390625,8632.599609375,221.41343688964844,27990.2109375,1042.1500244140625
2016-08-24,292.4579162597656,172.50106811523438,4518.1591796875,8650.2998046875,223.6156463623047,28059.939453125,1030.5302734375
2016-08-25,291.70465087890625,174.7068634033203,4504.6015625,8592.2001953125,221.90647888183597,27835.91015625,1022.11669921875
2016-08-26,291.3685607910156,174.94813537597656,4492.9150390625,8572.5498046875,225.23715209960935,27782.25,1011.6589965820312
2016-08-29,286.9647216796875,174.25881958007812,4498.849609375,8607.4501953125,231.71224975585935,27902.66015625,1001.8831787109376
2016-08-30,294.04559326171875,177.3607635498047,4626.90234375,8744.349609375,233.6733856201172,28343.009765625,1019.3516845703124
2016-08-31,299.2721862792969,179.25636291503906,4646.20849609375,8786.2001953125,232.27099609375,28452.169921875,1006.1903076171876
2016-09-01,297.5338134765625,179.9112091064453,4652.73681640625,8774.650390625,225.52203369140625,28423.48046875,1004.66748046875
2016-09-02,297.8583068847656,181.2209014892578,4744.3984375,8809.650390625,222.0489044189453,28532.109375,1007.5924072265624
2016-09-06,301.4045715332031,181.0141143798828,4890.80908203125,8943.0,223.48416137695312,28978.01953125,995.2720336914062
2016-09-07,298.2407531738281,181.15196228027344,4905.84130859375,8917.9501953125,222.9911346435547,28926.359375,977.8429565429688
2016-09-08,298.85498046875,182.5995178222656,5046.8271484375,8952.5,226.4423370361328,29045.279296875,930.3843994140624
2016-09-09,299.0867614746094,178.05006408691406,4967.39306640625,8866.7001953125,228.8855438232422,28797.25,942.5445556640624
2016-09-12,296.653076171875,173.8796844482422,4899.3583984375,8715.599609375,229.31283569335935,28353.5390625,945.1884155273438
2016-09-14,294.2309875488281,173.60397338867188,4931.4453125,8726.599609375,228.92938232421875,28372.23046875,932.9285888671876
2016-09-15,296.5835876464844,176.39569091796875,5012.81005859375,8742.5498046875,233.36663818359372,28412.890625,932.3272705078124
2016-09-16,300.8134765625,179.46316528320312,5123.962890625,8779.849609375,235.6783599853516,28599.029296875,946.2506713867188
2016-09-19,299.02880859375,178.42916870117188,5049.125,8808.400390625,237.1793670654297,28634.5,966.183349609375
2016-09-20,298.6347961425781,177.1194610595703,5070.22509765625,8775.900390625,235.382568359375,28523.19921875,964.2003784179688
2016-09-21,299.6893920898437,174.84474182128906,5057.72216796875,8777.150390625,234.9552764892578,28507.419921875,966.9647216796876
2016-09-22,302.9110717773437,175.94766235351562,5145.8447265625,8867.4501953125,238.61463928222656,28773.130859375,952.7811889648438
2016-09-23,304.25543212890625,174.7068634033203,5150.16455078125,8831.5498046875,241.6495056152344,28668.220703125,960.8347778320312
2016-09-26,300.4194641113281,170.98458862304688,5119.9169921875,8723.0498046875,242.6136474609375,28294.279296875,962.0365600585938
2016-09-27,300.85986328125,169.46807861328125,5067.05322265625,8706.400390625,243.3367462158203,28223.69921875,976.060302734375
2016-09-28,300.2108764648437,170.22633361816406,5076.6142578125,8745.150390625,238.98715209960935,28292.810546875,970.8309936523438
2016-09-29,296.0968017578125,169.36468505859375,5000.12255859375,8591.25,234.9990997314453,27827.529296875,976.7410278320312
2016-09-30,295.0189819335937,166.3661651611328,5035.70166015625,8611.150390625,237.46424865722656,27865.9609375,973.9366455078124
2016-10-03,298.3450622558594,167.02101135253906,5222.98046875,8738.099609375,238.9981231689453,28243.2890625,966.2839965820312
2016-10-04,298.8897705078125,166.2627716064453,5222.060546875,8769.150390625,240.2361602783203,28334.55078125,963.659423828125
2016-10-05,298.0901184082031,165.57345581054688,5230.51904296875,8743.9501953125,238.71324157714844,28220.98046875,956.1270751953124
2016-10-06,297.12823486328125,163.6433563232422,5250.05517578125,8709.5498046875,243.4024810791016,28106.2109375,957.0885620117188
2016-10-07,296.8152770996094,164.7117919921875,5225.5537109375,8697.599609375,243.0080718994141,28061.140625,948.6947021484376
2016-10-10,297.6844482421875,165.5045166015625,5251.802734375,8708.7998046875,240.2361602783203,28082.33984375,953.7030639648438
2016-10-13,292.6780700683594,164.7117919921875,5257.50244140625,8573.349609375,231.64649963378903,27643.109375,933.108642578125
2016-10-14,292.4579162597656,165.3666534423828,5231.66796875,8583.400390625,236.13853454589844,27673.599609375,948.0535888671876
2016-10-17,286.8720092773437,165.8491973876953,5147.68310546875,8520.400390625,232.41343688964844,27529.970703125,946.5509643554688
2016-10-18,291.5423583984375,169.53700256347656,5173.05712890625,8677.900390625,236.8945159912109,28050.880859375,961.6761474609376
2016-10-19,291.6582336425781,165.0564727783203,5152.7392578125,8659.099609375,238.26402282714844,27984.369140625,959.6328125
2016-10-20,290.99761962890625,164.98753356933594,5189.42236328125,8699.400390625,238.307861328125,28129.83984375,962.0567016601562
2016-10-21,294.52069091796875,165.53897094726562,5194.66259765625,8693.0498046875,233.1913299560547,28077.1796875,973.0752563476562
2016-10-24,292.8634948730469,166.3661651611328,5253.2265625,8708.9501953125,232.99411010742188,28179.080078125,975.3045043945312
2016-10-25,289.7925109863281,164.57391357421875,5315.33056640625,8691.2998046875,232.457275390625,28091.419921875,963.5540771484376
2016-10-26,287.242919921875,164.57391357421875,5395.91455078125,8615.25,230.96722412109372,27836.509765625,962.6700439453124
2016-10-27,290.2096252441406,167.5724639892578,5387.685546875,8615.25,229.794921875,27915.900390625,971.4481201171876
2016-10-28,291.820556640625,167.5724639892578,5402.396484375,8638.0,231.16444396972656,27941.509765625,963.6544799804688
2016-11-01,291.99432373046875,165.401123046875,5404.1884765625,8626.25,230.2989044189453,27876.609375,944.08935546875
2016-11-02,288.8305358886719,163.57447814941406,5327.4208984375,8514.0,224.3277587890625,27527.220703125,925.629638671875
2016-11-03,290.8702392578125,165.64236450195312,5337.4873046875,8484.9501953125,224.37158203125,27430.279296875,931.8161010742188
2016-11-04,288.2626647949219,171.6738739013672,5244.90673828125,8433.75,220.3397521972656,27274.150390625,936.2755126953124
2016-11-07,289.595458984375,176.80929565429688,5255.1123046875,8497.0498046875,219.37559509277344,27458.990234375,914.7825317382812
2016-11-08,290.7195739746094,176.18890380859375,5211.94677734375,8543.5498046875,219.8905334472656,27591.140625,917.2531127929688
2016-11-09,290.0126342773437,171.05348205566406,4958.15283203125,8432.0,220.131591796875,27252.529296875,871.7158203125
2016-11-10,296.3402099609375,173.0525360107422,4898.8994140625,8525.75,221.40249633789065,27517.6796875,865.9309692382812
2016-11-11,295.7027893066406,167.4690704345703,4720.310546875,8296.2998046875,219.50704956054688,26818.8203125,844.1163940429688
2016-11-15,290.8238525390625,163.71231079101562,4455.85205078125,8108.4501953125,215.9243927001953,26304.630859375,852.2117309570312
2016-11-16,288.41339111328125,159.16282653808594,4588.42431640625,8111.60009765625,216.17637634277344,26298.689453125,879.6505126953125
2016-11-17,285.1337280273437,159.576416015625,4528.43701171875,8079.9501953125,214.24810791015625,26227.619140625,858.5993041992188
2016-11-18,280.7762756347656,157.06040954589844,4551.74267578125,8074.10009765625,216.3845672607422,26150.240234375,853.7383422851562
2016-11-21,277.8326416015625,154.5443878173828,4401.470703125,7929.10009765625,217.26104736328125,25765.140625,856.871826171875
2016-11-22,277.6820678710937,155.85411071777344,4536.71044921875,8002.2998046875,219.4413146972656,25960.779296875,857.7154541015625
2016-11-23,274.599365234375,154.8546142578125,4487.33984375,8033.2998046875,221.0956878662109,26051.810546875,866.2924194335938
2016-11-24,270.1376342773437,154.06190490722656,4440.7275390625,7965.5,216.3516845703125,25860.169921875,879.1884155273438
2016-11-25,275.65399169921875,157.71527099609375,4480.6748046875,8114.2998046875,217.74310302734372,26316.33984375,924.1432495117188
2016-11-28,274.5298156738281,161.0928955078125,4499.2001953125,8126.89990234375,216.1982879638672,26350.169921875,917.01220703125
2016-11-29,273.20867919921875,159.26622009277344,4677.92724609375,8142.14990234375,218.61959838867188,26394.009765625,907.8726196289062
2016-11-30,278.0412902832031,160.26573181152344,4841.4375,8224.5,216.9433135986328,26652.810546875,914.3806762695312
2016-12-01,277.49658203125,160.9550323486328,4828.65869140625,8192.900390625,218.63059997558597,26559.919921875,909.3189086914062
2016-12-02,275.60760498046875,157.50848388671875,4659.49365234375,8086.7998046875,217.97320556640625,26230.66015625,892.6064453125
2016-12-05,277.2879943847656,160.30020141601562,4783.47216796875,8128.75,217.77598571777344,26349.099609375,878.2040405273438
2016-12-06,276.8476257324219,158.68028259277344,4721.18408203125,8143.14990234375,220.26303100585935,26392.759765625,876.7376098632812
2016-12-07,273.8692626953125,156.6123504638672,4704.12939453125,8102.0498046875,218.93731689453125,26236.869140625,865.569091796875
2016-12-08,278.01812744140625,160.8171844482422,4812.56982421875,8246.849609375,223.51702880859372,26694.279296875,882.1209106445312
2016-12-09,277.7399597167969,162.78173828125,4812.93701171875,8261.75,225.46725463867188,26747.1796875,881.9201049804688
2016-12-12,274.5298156738281,160.1278533935547,4729.64208984375,8170.7998046875,225.08377075195312,26515.240234375,887.1226806640625
2016-12-13,274.9470520019531,162.4370574951172,4746.88037109375,8221.7998046875,227.8447113037109,26697.8203125,883.9489135742188
2016-12-14,272.50177001953125,160.71380615234375,4726.56201171875,8182.4501953125,232.16146850585935,26602.83984375,886.8816528320312
2016-12-15,272.7103881835937,158.33567810058594,4736.6748046875,8153.60009765625,230.7262115478516,26519.0703125,907.651611328125
2016-12-16,274.0315246582031,156.0264434814453,4770.32421875,8139.4501953125,231.64649963378903,26489.560546875,917.032470703125
2016-12-19,272.7451477050781,156.47445678710938,4702.658203125,8104.35009765625,232.8297576904297,26374.69921875,919.5430297851562
2016-12-20,273.9388122558594,158.50796508789062,4696.17626953125,8082.39990234375,231.81085205078125,26307.98046875,939.791015625
2016-12-21,273.4984130859375,155.99195861816406,4723.62060546875,8061.2998046875,232.983154296875,26242.380859375,929.4659423828124
2016-12-22,271.8992004394531,156.85362243652344,4674.4794921875,7979.10009765625,230.8138427734375,25979.599609375,927.095947265625
2016-12-23,274.9470520019531,154.8890380859375,4778.13916015625,7985.75,231.6793975830078,26040.69921875,919.2218017578124
2016-12-26,272.3395080566406,155.0958709716797,4750.7412109375,7908.25,229.52099609375,25807.099609375,921.2305908203124
2016-12-27,274.70367431640625,161.3341827392578,4802.82470703125,8032.85009765625,233.30088806152344,26213.439453125,933.4033203125
2016-12-28,275.0629577636719,162.29920959472656,4809.48974609375,8034.85009765625,230.01400756835935,26210.6796875,929.3858032226562
2016-12-29,279.3392333984375,162.6783447265625,4886.3037109375,8103.60009765625,233.4652404785156,26366.150390625,944.7721557617188
2016-12-30,279.571044921875,166.5729522705078,4890.67041015625,8185.7998046875,237.1793670654297,26626.4609375,950.3364868164062
2017-01-02,277.4617919921875,166.09043884277344,5025.31396484375,8179.5,237.77101135253903,26595.44921875,948.6491088867188
2017-01-03,275.7929992675781,167.74478149414062,5064.294921875,8192.25,238.71324157714844,26643.240234375,951.4212646484376
2017-01-04,274.7732238769531,169.19236755371094,5058.548828125,8190.5,233.83773803710935,26633.130859375,955.9407958984376
2017-01-05,274.9354248046875,170.08847045898438,5180.642578125,8273.7998046875,236.0837554931641,26878.240234375,937.8223876953124
2017-01-06,276.6622314453125,167.29672241210938,5162.80615234375,8243.7998046875,235.54690551757807,26759.23046875,916.5299682617188
2017-01-09,277.0214233398437,169.46807861328125,5202.2939453125,8236.0498046875,236.14947509765625,26726.55078125,925.4889526367188
2017-01-10,281.4599914550781,171.60494995117188,5217.326171875,8288.599609375,238.8118438720703,26899.560546875,930.1693115234376
2017-01-11,286.0144348144531,170.63992309570312,5297.7705078125,8380.650390625,237.97918701171875,27140.41015625,933.8051147460938
2017-01-12,286.24627685546875,168.64089965820312,5311.56201171875,8407.2001953125,237.3765869140625,27247.16015625,941.819580078125
2017-01-13,285.66680908203125,172.08746337890625,5239.98779296875,8400.349609375,238.9323883056641,27238.060546875,903.6340942382812
2017-01-16,289.17822265625,171.50157165527344,5219.21044921875,8412.7998046875,235.83177185058597,27288.169921875,907.3504638671876
2017-01-17,287.0574951171875,173.6728973388672,5212.31494140625,8398.0,228.16244506835935,27235.66015625,915.4655151367188
2017-01-18,288.0077514648437,172.9146728515625,5226.15185546875,8417.0,226.2560577392578,27257.640625,922.0339965820312
2017-01-19,286.547607421875,175.1894073486328,5257.31884765625,8435.099609375,226.508056640625,27308.599609375,920.38671875
2017-01-20,286.5591125488281,176.05101013183594,5211.9013671875,8349.349609375,224.7769775390625,27034.5,918.1173095703124
2017-01-23,288.4829406738281,178.9806365966797,5240.4482421875,8391.5,222.607666015625,27117.33984375,929.3372802734376
2017-01-24,293.7906188964844,179.1185302734375,5274.64892578125,8475.7998046875,225.10568237304688,27375.580078125,934.0310668945312
2017-01-25,299.1331481933594,183.01312255859372,5334.7294921875,8602.75,222.9144592285156,27708.140625,947.9911499023438
2017-01-27,299.4344482421875,177.42965698242188,5438.94091796875,8641.25,224.6236114501953,27882.4609375,949.9251098632812
2017-01-30,297.82354736328125,176.53358459472656,5419.68017578125,8632.75,228.9403533935547,27849.560546875,939.8929443359376
2017-01-31,298.2176208496094,177.91221618652344,5419.0361328125,8561.2998046875,229.02798461914065,27655.9609375,898.3555297851562
2017-02-01,302.6329650878906,185.90823364257807,5681.01318359375,8716.400390625,230.0030670166016,28141.640625,873.4169921875
2017-02-02,301.010498046875,189.07907104492188,5648.97314453125,8734.25,228.6554718017578,28226.609375,889.431396484375
2017-02-03,303.8730163574219,188.21743774414065,5622.4033203125,8740.9501953125,226.49710083007807,28240.51953125,899.46337890625
2017-02-06,304.5798645019531,190.8023681640625,5653.8916015625,8801.0498046875,228.2500915527344,28439.279296875,902.76708984375
2017-02-07,302.96905517578125,191.0092010498047,5712.27294921875,8768.2998046875,225.8945159912109,28335.16015625,904.3180541992188
2017-02-08,302.6213684082031,189.4237365722656,5695.2177734375,8769.0498046875,224.6345672607422,28289.919921875,914.9340209960938
2017-02-09,300.7671813964844,191.38829040527344,5660.69482421875,8778.400390625,226.2998962402344,28329.69921875,933.608154296875
2017-02-10,302.14617919921875,188.4242706298828,5619.46142578125,8793.5498046875,225.7301788330078,28334.25,966.1006469726562
2017-02-13,303.67596435546875,186.5286102294922,5536.486328125,8805.0498046875,225.66444396972656,28351.619140625,972.6680908203124
2017-02-14,303.884521484375,186.66650390625,5460.9609375,8792.2998046875,230.0359344482422,28339.310546875,969.444580078125
2017-02-15,306.4573059082031,188.45867919921875,5390.0302734375,8724.7001953125,230.3646240234375,28155.560546875,972.4462280273438
2017-02-16,307.7784423828125,183.80584716796875,5538.8310546875,8778.0,233.91444396972656,28301.26953125,986.1644287109376
2017-02-17,319.1703186035156,184.8397979736328,5506.8369140625,8821.7001953125,235.6673889160156,28468.75,970.1095581054688
2017-02-20,326.5988464355469,183.3922576904297,5601.90087890625,8879.2001953125,235.6454925537109,28661.580078125,1008.1019287109376
2017-02-21,328.09381103515625,181.3932342529297,5574.31884765625,8907.849609375,238.4503173828125,28761.58984375,993.2554321289062
2017-02-22,324.2926330566406,181.6000213623047,5589.4892578125,8926.900390625,264.5917053222656,28864.7109375,971.5599975585938
2017-02-23,323.16851806640625,183.11651611328125,5544.76123046875,8939.5,259.16845703125,28892.970703125,999.8826293945312
2017-02-27,323.0062561035156,182.39273071289065,5471.6708984375,8896.7001953125,271.4721984863281,28812.880859375,1003.1259155273438
2017-02-28,322.195068359375,180.7383728027344,5445.0087890625,8879.599609375,271.28594970703125,28743.3203125,993.6178588867188
2017-03-01,322.5543518066406,185.08106994628903,5442.34375,8945.7998046875,270.508056640625,28984.490234375,998.9761352539062
2017-03-02,319.87725830078125,182.49612426757807,5441.5615234375,8899.75,271.0011291503906,28839.7890625,1007.7996826171876
2017-03-03,319.15875244140625,180.29034423828125,5413.06103515625,8897.5498046875,275.77801513671875,28832.44921875,1004.8180541992188
2017-03-06,320.02789306640625,182.0481109619141,5456.36279296875,8963.4501953125,286.032958984375,29048.189453125,996.1358032226562
2017-03-07,321.2911376953125,182.1514587402344,5413.75,8946.900390625,285.9453125,28999.560546875,1007.1348266601562
2017-03-08,322.6817626953125,182.08258056640625,5391.36279296875,8924.2998046875,282.9324035644531,28901.939453125,1012.1306762695312
2017-03-09,323.14532470703125,182.63400268554688,5483.53076171875,8927.0,281.9572448730469,28929.130859375,1015.172119140625
2017-03-10,324.5128479003906,181.6000213623047,5475.4404296875,8934.5498046875,280.8397521972656,28946.23046875,1024.2371826171875
2017-03-14,326.9696960449219,184.1160430908203,5637.98583984375,9087.0,282.5598449707031,29442.630859375,1034.41015625
2017-03-15,328.337158203125,184.8742828369141,5642.53759765625,9084.7998046875,285.9453125,29398.109375,1006.5304565429688
